id,name,team,position,jersey,dob,age,western,chinese,chineseEnglish,chineseYearOnly,cnyDiffers,lifePath,lifePathDigitSum,natalCompound,yearsExp,college
00-0036617,Asante Samuel Jr.,PIT,DB,22,1999-10-03,26,Libra,Rabbit,Earth Rabbit,Rabbit,false,41/5,32/5,32/5,5,Florida State
00-0036862,Ben Skowronek,PIT,WR,15,1997-06-27,29,Cancer,Ox,Fire Ox,Ox,false,59/14/5,41/5,41/5,5,Notre Dame; Northwestern
00-0036504,Brandin Echols,PIT,DB,26,1997-10-16,28,Libra,Ox,Fire Ox,Ox,false,52/7,34/7,34/7,5,Kentucky
00-0037336,Brock Hoffman,PIT,OL,67,1999-07-02,27,Cancer,Rabbit,Earth Rabbit,Rabbit,false,37/10/1,37/10/1,37/10/1,4,Virginia Tech; Coastal Carolina
00-0027969,Cameron Heyward,PIT,DL,97,1989-05-06,37,Taurus,Snake,Earth Snake,Snake,false,38/11,38/11,38/11,15,Ohio State
00-0033729,Cameron Johnston,PIT,P,19,1992-02-24,34,Pisces,Monkey,Water Monkey,Monkey,false,47/11,29/11,29/11,9,Ohio State
00-0040231,Carson Bruener,PIT,LB,44,2001-06-06,25,Gemini,Snake,Metal Snake,Snake,false,15/6,15/6,15/6,1,Washington
00-0031136,Chris Boswell,PIT,K,9,1991-03-16,35,Pisces,Goat,Metal Goat,Goat,false,39/12/3,30/3,30/3,12,Rice
00-0034051,Christian Kuntz,PIT,LS,46,1994-04-13,32,Aries,Dog,Wood Dog,Dog,false,40/4,31/4,31/4,9,Duquesne
00-0035286,Cole Holcomb,PIT,LB,55,1996-07-30,30,Leo,Rat,Fire Rat,Rat,false,62/8,35/8,35/8,7,North Carolina
00-0038558,Darnell Washington,PIT,TE,80,2001-08-17,25,Leo,Snake,Metal Snake,Snake,false,28/10/1,19/10/1,19/10/1,3,Georgia
00-0041393,Daylen Everette,PIT,DB,23,2004-05-06,22,Taurus,Monkey,Wood Monkey,Monkey,false,17/8,17/8,17/8,0,Georgia
00-0040678,Derrick Harmon,PIT,DL,99,2003-08-03,23,Leo,Goat,Water Goat,Goat,false,16/7,16/7,16/7,1,Oregon; Michigan State
00-0035640,DK Metcalf,PIT,WR,4,1997-12-14,28,Sagittarius,Ox,Fire Ox,Ox,false,52/7,34/7,34/7,7,Mississippi
00-0040341,Doneiko Slaughter,PIT,DB,40,2001-11-08,24,Scorpio,Snake,Metal Snake,Snake,false,22,13/4,13/4,1,Arkansas; Tennessee
00-0037480,Dylan Cook,PIT,OL,60,1998-01-11,28,Capricorn,Ox,Fire Ox,Tiger,true,39/12/3,30/3,30/3,4,Montana; Northern Montana State University
00-0041490,Eli Heidenreich,PIT,RB,29,2003-07-28,23,Leo,Goat,Water Goat,Goat,false,40/4,22,22,0,Navy
00-0041489,Germie Bernard,PIT,WR,17,2003-12-02,22,Sagittarius,Goat,Water Goat,Goat,false,19/10/1,10/1,10/1,0,Alabama; Washington; Michigan State
00-0040160,Jack Sawyer,PIT,LB,33,2002-05-06,24,Taurus,Horse,Water Horse,Horse,false,15/6,15/6,15/6,1,Ohio State
00-0033055,Jalen Ramsey,PIT,DB,5,1994-10-24,31,Scorpio,Dog,Wood Dog,Dog,false,57/12/3,30/3,30/3,10,Florida State
00-0035699,Jamel Dean,PIT,DB,35,1996-10-15,29,Libra,Rat,Fire Rat,Rat,false,50/5,32/5,32/5,7,Auburn; Ohio State
00-0038135,Jaquan Brisker,PIT,DB,3,1999-04-20,27,Taurus,Rabbit,Earth Rabbit,Rabbit,false,52/7,34/7,34/7,4,Penn State; Lackawanna JC
00-0037228,Jaylen Warren,PIT,RB,30,1998-11-01,27,Scorpio,Tiger,Earth Tiger,Tiger,false,39/12/3,30/3,30/3,4,Oklahoma State
00-0041397,Kaden Wetjen,PIT,WR,10,2002-03-09,24,Pisces,Horse,Water Horse,Horse,false,16/7,16/7,16/7,0,Iowa; Iowa Western CC
00-0039110,Keeanu Benton,PIT,DL,95,2001-07-17,25,Cancer,Snake,Metal Snake,Snake,false,27/9,18/9,18/9,3,Wisconsin
00-0039358,Mason McCormick,PIT,OL,66,2000-05-25,26,Gemini,Dragon,Metal Dragon,Dragon,false,32/5,14/5,14/5,2,South Dakota State
00-0034771,Mason Rudolph,PIT,QB,2,1995-07-17,31,Cancer,Pig,Wood Pig,Pig,false,48/12/3,39/12/3,39/12/3,8,Oklahoma State
00-0041482,Max Iheanachor,PIT,OL,71,2003-10-19,22,Libra,Goat,Water Goat,Goat,false,34/7,16/7,16/7,0,Arizona State
00-0038577,Nick Herbig,PIT,LB,51,2001-11-21,24,Scorpio,Snake,Metal Snake,Snake,false,35/8,8,8,3,Wisconsin
00-0036894,Pat Freiermuth,PIT,TE,88,1998-10-25,27,Scorpio,Tiger,Earth Tiger,Tiger,false,62/8,35/8,35/8,5,Penn State
00-0036323,Patrick Queen,PIT,LB,6,1999-08-13,27,Leo,Rabbit,Earth Rabbit,Rabbit,false,49/13/4,40/4,40/4,6,LSU
00-0039741,Payton Wilson,PIT,LB,41,2000-04-21,26,Taurus,Dragon,Metal Dragon,Dragon,false,27/9,9,9,2,N.C. State
00-0033941,Rayshawn Jenkins,PIT,DB,20,1994-01-25,32,Aquarius,Rooster,Water Rooster,Dog,true,49/13/4,31/4,31/4,9,Miami
00-0036139,Rico Dowdle,PIT,RB,13,1998-06-14,28,Gemini,Tiger,Earth Tiger,Tiger,false,47/11,38/11,38/11,6,South Carolina
00-0041398,Riley Nowakowski,PIT,TE,37,2002-06-30,24,Cancer,Horse,Water Horse,Horse,false,40/4,13/4,13/4,0,Indiana; Wisconsin
00-0041401,Robert Spears-Jennings,PIT,DB,28,2004-01-25,22,Aquarius,Monkey,Wood Monkey,Monkey,false,32/5,14/5,14/5,0,Oklahoma
00-0033757,Robert Tonyan,PIT,TE,85,1994-04-30,32,Taurus,Dog,Wood Dog,Dog,false,57/12/3,30/3,30/3,9,Indiana State
00-0039739,Roman Wilson,PIT,WR,14,2001-06-19,25,Gemini,Snake,Metal Snake,Snake,false,28/10/1,19/10/1,19/10/1,2,Michigan
00-0036783,Ryan McCollum,PIT,OL,62,1998-03-04,28,Pisces,Tiger,Earth Tiger,Tiger,false,34/7,34/7,34/7,5,Texas A&M
00-0034810,Sebastian Joseph-Day,PIT,DL,69,1995-03-21,31,Aries,Pig,Wood Pig,Pig,false,48/12/3,30/3,30/3,8,Rutgers
00-0038645,Spencer Anderson,PIT,OL,74,2000-06-07,26,Gemini,Dragon,Metal Dragon,Dragon,false,15/6,15/6,15/6,3,Maryland
00-0033886,T.J. Watt,PIT,LB,90,1994-10-11,31,Libra,Dog,Wood Dog,Dog,false,44/8,26/8,26/8,9,Wisconsin
00-0035594,Travis Homer,PIT,RB,21,1998-08-07,28,Leo,Tiger,Earth Tiger,Tiger,false,42/6,42/6,42/6,7,Miami
00-0039871,Troy Fautanu,PIT,OL,76,2000-10-11,25,Libra,Dragon,Metal Dragon,Dragon,false,23/5,5,5,2,Washington
00-0040188,Yahya Black,PIT,DL,94,2002-04-21,24,Taurus,Horse,Water Horse,Horse,false,29/11,11,11,1,Iowa
00-0039896,Zach Frazier,PIT,OL,54,2001-08-29,25,Virgo,Snake,Metal Snake,Snake,false,40/4,22,22,2,West Virginia
00-0037812,Abraham Lucas,SEA,OL,72,1998-10-15,27,Libra,Tiger,Earth Tiger,Tiger,false,52/7,34/7,34/7,4,Washington State
00-0039793,AJ Barner,SEA,TE,88,2002-05-03,24,Taurus,Horse,Water Horse,Horse,false,12/3,12/3,12/3,2,Michigan; Indiana
00-0038866,AJ Finley,SEA,DB,30,2001-09-14,25,Virgo,Snake,Metal Snake,Snake,false,26/8,17/8,17/8,3,Mississippi
00-0041382,Avery Smith,SEA,DB,27,2004-07-01,22,Cancer,Monkey,Wood Monkey,Monkey,false,14/5,14/5,14/5,0,Toledo
00-0040882,Beau Stephens,SEA,OL,70,2002-11-01,23,Scorpio,Horse,Water Horse,Horse,false,16/7,7,7,0,Iowa
00-0038488,Brady Russell,SEA,RB,38,1998-08-31,28,Virgo,Tiger,Earth Tiger,Tiger,false,66/12/3,39/12/3,39/12/3,3,Colorado
00-0038694,Brandon Pili,SEA,DL,95,1999-04-02,27,Aries,Rabbit,Earth Rabbit,Rabbit,false,34/7,34/7,34/7,3,USC
00-0039309,Byron Murphy II,SEA,DL,91,2002-09-08,24,Virgo,Horse,Water Horse,Horse,false,21/3,21/3,21/3,2,Texas
00-0037821,Charles Cross,SEA,OL,67,2000-11-25,25,Sagittarius,Dragon,Metal Dragon,Dragon,false,38/11,11,11,4,Mississippi State
00-0037003,Chazz Surratt,SEA,LB,44,1997-02-16,29,Aquarius,Ox,Fire Ox,Ox,false,44/8,35/8,35/8,5,North Carolina
00-0038769,Chris Stoll,SEA,LS,41,1998-08-03,28,Leo,Tiger,Earth Tiger,Tiger,false,38/11,38/11,38/11,3,Penn State
00-0039839,Christian Haynes,SEA,OL,64,2000-04-13,26,Aries,Dragon,Metal Dragon,Dragon,false,19/10/1,10/1,10/1,2,Connecticut
00-0033908,Cooper Kupp,SEA,WR,10,1993-06-15,33,Gemini,Rooster,Water Rooster,Rooster,false,43/7,34/7,34/7,9,Eastern Washington
00-0032052,Dante Fowler Jr.,SEA,LB,56,1994-08-03,32,Leo,Dog,Wood Dog,Dog,false,34/7,34/7,34/7,11,Florida
00-0031411,DeMarcus Lawrence,SEA,LB,0,1992-04-28,34,Taurus,Monkey,Water Monkey,Monkey,false,53/8,35/8,35/8,12,Boise State; Butler County JC
00-0039047,Derick Hall,SEA,LB,58,2001-03-19,25,Pisces,Snake,Metal Snake,Snake,false,25/7,16/7,16/7,3,Auburn
00-0039169,Devon Witherspoon,SEA,DB,21,2000-12-11,25,Sagittarius,Dragon,Metal Dragon,Dragon,false,25/7,7,7,3,Illinois
00-0038922,Drake Thomas,SEA,LB,32,2000-02-25,26,Pisces,Dragon,Metal Dragon,Dragon,false,29/11,11,11,3,N.C. State
00-0035704,Drew Lock,SEA,QB,2,1996-11-10,29,Scorpio,Rat,Fire Rat,Rat,false,46/10/1,28/10/1,28/10/1,7,Missouri
00-0040739,Elijah Arroyo,SEA,TE,18,2003-04-05,23,Aries,Goat,Water Goat,Goat,false,14/5,14/5,14/5,1,Miami
00-0038797,Emanuel Wilson,SEA,RB,23,1999-05-08,27,Taurus,Rabbit,Earth Rabbit,Rabbit,false,41/5,41/5,41/5,3,Fort Valley State College
00-0033576,Eric Saubert,SEA,TE,81,1994-05-09,32,Taurus,Dog,Wood Dog,Dog,false,37/10/1,37/10/1,37/10/1,9,Drake
00-0036994,Ernest Jones,SEA,LB,13,1999-11-22,26,Sagittarius,Rabbit,Earth Rabbit,Rabbit,false,61/7,34/7,34/7,5,South Carolina
00-0039299,George Holani,SEA,RB,36,1999-12-16,26,Sagittarius,Rabbit,Earth Rabbit,Rabbit,false,56/11,38/11,38/11,2,Boise State
00-0040639,Grey Zabel,SEA,OL,76,2002-03-30,24,Aries,Horse,Water Horse,Horse,false,37/10/1,10/1,10/1,1,North Dakota State
00-0041512,Jadarian Price,SEA,RB,8,2003-10-09,22,Libra,Goat,Water Goat,Goat,false,24/6,15/6,15/6,0,Notre Dame
00-0040673,Jalen Milroe,SEA,QB,6,2002-12-13,23,Sagittarius,Horse,Water Horse,Horse,false,29/11,11,11,1,Alabama
00-0039926,Jalen Sundell,SEA,OL,61,1999-10-18,26,Libra,Rabbit,Earth Rabbit,Rabbit,false,56/11,38/11,38/11,2,North Dakota State
00-0032387,Jarran Reed,SEA,DL,90,1992-12-16,33,Sagittarius,Monkey,Water Monkey,Monkey,false,49/13/4,31/4,31/4,10,Alabama; East Mississippi JC
00-0031492,Jason Myers,SEA,K,5,1991-05-12,35,Taurus,Goat,Metal Goat,Goat,false,37/10/1,28/10/1,28/10/1,11,Marist
00-0038543,Jaxon Smith-Njigba,SEA,WR,11,2002-02-14,24,Aquarius,Horse,Water Horse,Horse,false,20/2,11,11,3,Ohio State
00-0037137,Josh Jobe,SEA,DB,29,1998-04-09,28,Aries,Tiger,Earth Tiger,Tiger,false,40/4,40/4,40/4,4,Alabama
00-0036363,Josh Jones,SEA,OL,74,1997-06-22,29,Cancer,Ox,Fire Ox,Ox,false,54/9,36/9,36/9,6,Houston
00-0034974,Julian Love,SEA,DB,20,1998-03-19,28,Pisces,Tiger,Earth Tiger,Tiger,false,49/13/4,40/4,40/4,7,Notre Dame
00-0040873,Julian Neal,SEA,DB,1,2003-02-12,23,Aquarius,Goat,Water Goat,Goat,false,19/10/1,10/1,10/1,0,Arkansas; Fresno State
00-0031933,Leonard Williams,SEA,DL,99,1994-06-20,32,Gemini,Dog,Wood Dog,Dog,false,49/13/4,31/4,31/4,11,USC
00-0034160,Michael Dickson,SEA,P,4,1996-01-04,30,Capricorn,Pig,Wood Pig,Rat,true,30/3,30/3,30/3,8,Texas
00-0039795,Nehemiah Pritchett,SEA,DB,28,2001-02-11,25,Aquarius,Snake,Metal Snake,Snake,false,16/7,7,7,2,Auburn
00-0040733,Nick Emmanwori,SEA,DB,3,2004-02-07,22,Aquarius,Monkey,Wood Monkey,Monkey,false,15/6,15/6,15/6,1,South Carolina
00-0040058,Nick Kallerup,SEA,TE,89,2001-03-27,25,Aries,Snake,Metal Snake,Snake,false,33,15/6,15/6,1,Minnesota
00-0038593,Olu Oluwatimi,SEA,OL,55,1999-08-05,27,Leo,Rabbit,Earth Rabbit,Rabbit,false,41/5,41/5,41/5,3,Michigan; Virginia
00-0038764,Patrick O'Connell,SEA,LB,52,1998-12-31,27,Capricorn,Tiger,Earth Tiger,Tiger,false,70/7,34/7,34/7,3,Montana
00-0037545,Rashid Shaheed,SEA,WR,22,1998-08-31,28,Virgo,Tiger,Earth Tiger,Tiger,false,66/12/3,39/12/3,39/12/3,4,Weber State
00-0037323,Rodney Thomas,SEA,DB,24,1998-06-26,28,Cancer,Tiger,Earth Tiger,Tiger,false,59/14/5,41/5,41/5,4,Yale
00-0040647,Rylie Mills,SEA,DL,98,2001-08-20,25,Leo,Snake,Metal Snake,Snake,false,31/4,13/4,13/4,1,Notre Dame
00-0040648,Tory Horton,SEA,WR,15,2002-11-29,23,Sagittarius,Horse,Water Horse,Horse,false,44/8,17/8,17/8,1,Colorado State; Nevada
00-0039815,Tyrice Knight,SEA,LB,48,1999-12-20,26,Sagittarius,Rabbit,Earth Rabbit,Rabbit,false,60/6,33,33,2,Texas-El Paso; Independence Comm. College
00-0034350,Uchenna Nwosu,SEA,LB,7,1996-12-28,29,Capricorn,Rat,Fire Rat,Rat,false,65/11,38/11,38/11,8,USC
00-0036329,Ashtyn Davis,SF,DB,24,1996-10-10,29,Libra,Rat,Fire Rat,Rat,false,45/9,27/9,27/9,6,California
00-0038643,Brayden Willis,SF,TE,9,1999-11-11,26,Scorpio,Rabbit,Earth Rabbit,Rabbit,false,50/5,32/5,32/5,3,Oklahoma
00-0037834,Brock Purdy,SF,QB,13,1999-12-27,26,Capricorn,Rabbit,Earth Rabbit,Rabbit,false,67/13/4,40/4,40/4,4,Iowa State
00-0041061,Carver Willis,SF,OL,74,2002-04-20,24,Taurus,Horse,Water Horse,Horse,false,28/10/1,10/1,10/1,0,Washington; Kansas State
00-0033280,Christian McCaffrey,SF,RB,23,1996-06-07,30,Gemini,Rat,Fire Rat,Rat,false,38/11,38/11,38/11,9,Stanford
00-0040711,CJ West,SF,DL,99,2002-06-12,24,Gemini,Horse,Water Horse,Horse,false,22,13/4,13/4,1,Indiana; Kent State
00-0036256,Colton McKivitz,SF,OL,68,1996-08-09,30,Leo,Rat,Fire Rat,Rat,false,42/6,42/6,42/6,6,West Virginia
00-0040245,Connor Colby,SF,OL,75,2003-01-16,23,Capricorn,Horse,Water Horse,Goat,true,22,13/4,13/4,1,Iowa
00-0035821,Corliss Waitman,SF,P,15,1995-07-21,31,Cancer,Pig,Wood Pig,Pig,false,52/7,34/7,34/7,6,South Alabama
00-0035719,Deebo Samuel Sr.,SF,WR,19,1996-01-15,30,Capricorn,Pig,Wood Pig,Rat,true,41/5,32/5,32/5,7,South Carolina
00-0032775,Demarcus Robinson,SF,WR,11,1994-09-21,32,Virgo,Dog,Wood Dog,Dog,false,53/8,35/8,35/8,10,Florida
00-0036563,Deommodore Lenoir,SF,DB,2,1999-10-06,26,Libra,Rabbit,Earth Rabbit,Rabbit,false,44/8,35/8,35/8,5,Oregon
00-0039351,Dominick Puni,SF,OL,77,2000-02-24,26,Pisces,Dragon,Metal Dragon,Dragon,false,28/10/1,10/1,10/1,2,Kansas; Central Missouri
00-0034982,Dre Greenlaw,SF,LB,57,1997-05-25,29,Gemini,Ox,Fire Ox,Ox,false,56/11,38/11,38/11,7,Arkansas
00-0034173,Eddy Pineiro,SF,K,18,1995-09-13,31,Virgo,Pig,Wood Pig,Pig,false,46/10/1,37/10/1,37/10/1,8,Florida
00-0034815,Fred Warner,SF,LB,54,1996-11-19,29,Scorpio,Rat,Fire Rat,Rat,false,55/10/1,37/10/1,37/10/1,8,BYU
00-0036844,Garret Wallow,SF,LB,49,1999-01-25,27,Aquarius,Tiger,Earth Tiger,Rabbit,true,54/9,36/9,36/9,5,TCU
00-0033288,George Kittle,SF,TE,85,1993-10-09,32,Libra,Rooster,Water Rooster,Rooster,false,41/5,32/5,32/5,9,Iowa
00-0041557,Gracen Halton,SF,DL,93,2004-01-27,22,Aquarius,Monkey,Wood Monkey,Monkey,false,34/7,16/7,16/7,0,Oklahoma
00-0038039,Jack Jones,SF,DB,25,1997-12-20,28,Sagittarius,Ox,Fire Ox,Ox,false,58/13/4,31/4,31/4,4,Arizona State
00-0039365,Jacob Cowing,SF,WR,4,2001-02-04,25,Aquarius,Snake,Metal Snake,Snake,false,9,9,9,2,Arizona; Texas-El Paso
00-0041078,Jaden Dugger,SF,LB,53,2004-02-26,22,Pisces,Monkey,Wood Monkey,Monkey,false,34/7,16/7,16/7,0,Louisiana; Georgetown
00-0032701,Jake Brendel,SF,OL,64,1992-09-10,34,Virgo,Monkey,Water Monkey,Monkey,false,40/4,31/4,31/4,10,UCLA
00-0041363,James Thompson Jr.,SF,DL,96,2002-08-29,24,Virgo,Horse,Water Horse,Horse,false,41/5,23/5,23/5,0,Illinois; Wisconsin
00-0038615,Jarrett Patterson,SF,OL,58,1999-09-01,27,Virgo,Rabbit,Earth Rabbit,Rabbit,false,38/11,38/11,38/11,3,Notre Dame
00-0038554,Ji'Ayir Brown,SF,DB,27,2000-01-25,26,Aquarius,Rabbit,Earth Rabbit,Dragon,true,28/10/1,10/1,10/1,3,Penn State; Lackawanna JC
00-0027224,Jon Weeks,SF,LS,46,1986-02-17,40,Aquarius,Tiger,Fire Tiger,Tiger,false,43/7,34/7,34/7,16,Baylor
00-0040177,Jordan James,SF,RB,29,2004-03-29,22,Aries,Monkey,Wood Monkey,Monkey,false,38/11,20/2,20/2,1,Oregon
00-0041052,Kaelon Black,SF,RB,26,2001-10-17,24,Libra,Snake,Metal Snake,Snake,false,30/3,12/3,12/3,0,Indiana; James Madison
00-0039148,Keion White,SF,DL,56,1999-01-20,27,Aquarius,Tiger,Earth Tiger,Rabbit,true,49/13/4,31/4,31/4,3,Georgia Tech; Old Dominion
00-0034854,KhaDarel Hodge,SF,WR,86,1994-01-03,32,Capricorn,Rooster,Water Rooster,Dog,true,27/9,27/9,27/9,8,Prairie View A&M; Hinds CC; Alcorn State
00-0036341,Khalid Kareem,SF,DL,47,1998-04-28,28,Taurus,Tiger,Earth Tiger,Tiger,false,59/14/5,41/5,41/5,6,Notre Dame
00-0029892,Kyle Juszczyk,SF,RB,44,1991-04-23,35,Taurus,Goat,Metal Goat,Goat,false,47/11,29/11,29/11,13,Harvard
00-0036887,Luke Farrell,SF,TE,89,1997-10-14,28,Libra,Ox,Fire Ox,Ox,false,50/5,32/5,32/5,5,Ohio State
00-0035413,Luke Gifford,SF,LB,51,1995-08-28,31,Virgo,Pig,Wood Pig,Pig,false,60/6,42/6,42/6,7,Nebraska
00-0036972,Mac Jones,SF,QB,10,1998-09-05,28,Virgo,Tiger,Earth Tiger,Tiger,false,41/5,41/5,41/5,5,Alabama
00-0039360,Malik Mustapha,SF,DB,6,2002-06-25,24,Cancer,Horse,Water Horse,Horse,false,35/8,17/8,17/8,2,Wake Forest
00-0040185,Marques Sigle,SF,DB,36,2002-07-18,24,Cancer,Horse,Water Horse,Horse,false,29/11,20/2,20/2,1,Kansas State; North Dakota State
00-0031408,Mike Evans,SF,WR,5,1993-08-21,33,Leo,Rooster,Water Rooster,Rooster,false,51/6,33,33,12,Texas A&M
00-0035717,Nick Bosa,SF,DL,97,1997-10-23,28,Scorpio,Ox,Fire Ox,Ox,false,59/14/5,32/5,32/5,7,Ohio State
00-0034807,Ogbo Okoronkwo,SF,DL,59,1995-04-24,31,Taurus,Pig,Wood Pig,Pig,false,52/7,34/7,34/7,8,Oklahoma
00-0036942,Osa Odighizuwa,SF,DL,92,1998-08-13,28,Leo,Tiger,Earth Tiger,Tiger,false,48/12/3,39/12/3,39/12/3,5,UCLA
00-0039345,Renardo Green,SF,DB,0,2000-11-09,25,Scorpio,Dragon,Metal Dragon,Dragon,false,22,13/4,13/4,2,Florida State
00-0041556,Romello Height,SF,DL,94,2001-04-13,25,Aries,Snake,Metal Snake,Snake,false,20/2,11,11,0,Texas Tech; Georgia Tech; USC; Auburn
00-0034391,Siran Neal,SF,DB,33,1994-08-04,32,Leo,Dog,Wood Dog,Dog,false,35/8,35/8,35/8,8,Jacksonville State
00-0027857,Trent Williams,SF,OL,71,1988-07-19,38,Cancer,Dragon,Earth Dragon,Dragon,false,52/7,43/7,43/7,16,Oklahoma
00-0040152,Upton Stout,SF,DB,20,2002-01-09,24,Capricorn,Snake,Metal Snake,Horse,true,14/5,14/5,14/5,1,Western Kentucky; North Texas
00-0037287,Vederian Lowe,SF,OL,76,1999-04-17,27,Aries,Rabbit,Earth Rabbit,Rabbit,false,49/13/4,40/4,40/4,4,Illinois
00-0032889,A'Shawn Robinson,TB,DL,91,1995-03-21,31,Aries,Pig,Wood Pig,Pig,false,48/12/3,30/3,30/3,10,Alabama
00-0033964,Al-Quadin Muhammad,TB,LB,97,1995-03-28,31,Aries,Pig,Wood Pig,Pig,false,55/10/1,37/10/1,37/10/1,9,Miami
00-0033914,Alex Anzalone,TB,LB,34,1994-09-22,32,Virgo,Dog,Wood Dog,Dog,false,54/9,36/9,36/9,9,Florida
00-0035254,Anthony Nelson,TB,LB,98,1997-03-04,29,Pisces,Ox,Fire Ox,Ox,false,33,33,33,7,Iowa
00-0036411,Antoine Winfield Jr.,TB,DB,31,1998-08-16,28,Leo,Tiger,Earth Tiger,Tiger,false,51/6,42/6,42/6,6,Minnesota
00-0034855,Baker Mayfield,TB,QB,6,1995-04-14,31,Aries,Pig,Wood Pig,Pig,false,42/6,33,33,8,Oklahoma; Texas Tech
00-0041094,Bauer Sharp,TB,TE,84,2003-05-03,23,Taurus,Goat,Water Goat,Goat,false,13/4,13/4,13/4,0,LSU; Oklahoma; Southeastern Louisiana
00-0036132,Ben Bredeson,TB,OL,68,1998-02-20,28,Pisces,Tiger,Earth Tiger,Tiger,false,49/13/4,31/4,31/4,6,Michigan
00-0040417,Benjamin Chukwuma,TB,OL,70,2001-05-08,25,Taurus,Snake,Metal Snake,Snake,false,16/7,16/7,16/7,1,Georgia State
00-0040747,Benjamin Morrison,TB,DB,21,2004-03-11,22,Pisces,Monkey,Wood Monkey,Monkey,false,20/2,11,11,1,Notre Dame
00-0039361,Bucky Irving,TB,RB,7,2002-08-19,24,Leo,Horse,Water Horse,Horse,false,31/4,22,22,2,Oregon; Minnesota
00-0038129,Cade Otton,TB,TE,88,1999-04-15,27,Aries,Rabbit,Earth Rabbit,Rabbit,false,47/11,38/11,38/11,4,Washington
00-0039063,Calijah Kancey,TB,DL,94,2001-03-01,25,Pisces,Snake,Metal Snake,Snake,false,7,7,7,3,Pittsburgh
00-0035358,Chase McLaughlin,TB,K,4,1996-04-09,30,Aries,Rat,Fire Rat,Rat,false,38/11,38/11,38/11,7,Illinois
00-0033921,Chris Godwin Jr.,TB,WR,14,1996-02-27,30,Pisces,Rat,Fire Rat,Rat,false,54/9,36/9,36/9,9,Penn State
00-0035942,Christian Rozeboom,TB,LB,52,1997-01-30,29,Aquarius,Rat,Fire Rat,Ox,true,57/12/3,30/3,30/3,6,South Dakota State
00-0039157,Cody Mauch,TB,OL,69,1999-01-15,27,Capricorn,Tiger,Earth Tiger,Rabbit,true,44/8,35/8,35/8,3,North Dakota State
00-0033910,Dan Feeney,TB,OL,65,1994-05-29,32,Gemini,Dog,Wood Dog,Dog,false,57/12/3,39/12/3,39/12/3,9,Indiana
00-0040158,David Walker,TB,LB,51,2000-06-03,26,Gemini,Dragon,Metal Dragon,Dragon,false,11,11,11,1,Central Arkansas; Southern Arkansas
00-0040183,Elijah Roberts,TB,DL,95,2001-12-24,24,Capricorn,Snake,Metal Snake,Snake,false,39/12/3,12/3,12/3,1,SMU; Miami
00-0040129,Emeka Egbuka,TB,WR,2,2002-10-14,23,Libra,Horse,Water Horse,Horse,false,28/10/1,10/1,10/1,1,Ohio State
00-0038817,Evan Deckers,TB,LS,86,1999-02-23,27,Pisces,Rabbit,Earth Rabbit,Rabbit,false,53/8,35/8,35/8,3,Duke
00-0039905,Graham Barton,TB,OL,62,2002-06-01,24,Gemini,Horse,Water Horse,Horse,false,11,11,11,2,Duke
00-0036993,Ifeatu Melifonwu,TB,DB,5,1999-05-02,27,Taurus,Rabbit,Earth Rabbit,Rabbit,false,35/8,35/8,35/8,5,Syracuse
00-0039855,Jalen McMillan,TB,WR,11,2001-12-07,24,Sagittarius,Snake,Metal Snake,Snake,false,22,13/4,13/4,2,Washington
00-0041251,Jalon Daniels,TB,QB,10,2002-10-29,23,Scorpio,Horse,Water Horse,Horse,false,43/7,16/7,16/7,0,Kansas
00-0041502,Josiah Trotter,TB,LB,45,2005-04-15,21,Aries,Rooster,Wood Rooster,Rooster,false,26/8,17/8,17/8,0,Missouri
00-0034989,Justin Skule,TB,OL,77,1996-11-23,29,Sagittarius,Rat,Fire Rat,Rat,false,59/14/5,32/5,32/5,7,Vanderbilt
00-0039589,Kameron Johnson,TB,WR,19,2002-03-17,24,Pisces,Horse,Water Horse,Horse,false,24/6,15/6,15/6,2,Barton College
00-0041057,Keionte Scott,TB,DB,22,2001-08-11,25,Leo,Snake,Metal Snake,Snake,false,22,13/4,13/4,0,Miami; Auburn; Snow
00-0036919,Kenny Gainwell,TB,RB,1,1999-03-14,27,Pisces,Rabbit,Earth Rabbit,Rabbit,false,45/9,36/9,36/9,5,Memphis
00-0040089,Kevin Knowles,TB,DB,38,2003-04-09,23,Aries,Goat,Water Goat,Goat,false,18/9,18/9,18/9,1,Florida State
00-0037311,Ko Kieft,TB,TE,41,1998-01-20,28,Aquarius,Ox,Fire Ox,Tiger,true,48/12/3,30/3,30/3,4,Minnesota
00-0037835,Luke Goedeke,TB,OL,67,1998-11-21,27,Scorpio,Tiger,Earth Tiger,Tiger,false,59/14/5,32/5,32/5,4,Central Michigan
00-0032399,Miles Killebrew,TB,DB,29,1993-05-10,33,Taurus,Rooster,Water Rooster,Rooster,false,37/10/1,28/10/1,28/10/1,10,Southern Utah State
00-0039050,Payne Durham,TB,TE,87,2000-06-15,26,Gemini,Dragon,Metal Dragon,Dragon,false,23/5,14/5,14/5,3,Purdue
00-0031957,Rakeem Nunez-Roches,TB,DL,56,1993-07-03,33,Cancer,Rooster,Water Rooster,Rooster,false,32/5,32/5,32/5,11,Southern Mississippi
00-0032943,Riley Dixon,TB,P,9,1993-08-24,33,Virgo,Rooster,Water Rooster,Rooster,false,54/9,36/9,36/9,10,Syracuse
